epoch 1, training...
batch No.1845, time cost : 5.35142707824707, loss is : 0.9097622415805193
batch No.1846, time cost : 5.357593297958374, loss is : 0.9029983120073799
batch No.1847, time cost : 5.343845844268799, loss is : 0.9728008034821991
batch No.1848, time cost : 5.346478700637817, loss is : 0.8484961947729253
batch No.1849, time cost : 5.345544338226318, loss is : 0.8945342803669105
batch No.1850, time cost : 5.3552234172821045, loss is : 0.8141114049499569
batch No.1851, time cost : 5.354891777038574, loss is : 0.5463775146994676
batch No.1852, time cost : 5.330916166305542, loss is : 1.453306750518085
batch No.1853, time cost : 5.327677249908447, loss is : 1.0789282829754965
batch No.1854, time cost : 5.393993616104126, loss is : 0.8341290491170774
batch No.1855, time cost : 5.348994255065918, loss is : 1.0902190691926563
batch No.1856, time cost : 5.337910413742065, loss is : 1.124247537488765
batch No.1857, time cost : 5.3633952140808105, loss is : 0.9402213459818342
batch No.1858, time cost : 5.334705352783203, loss is : 0.9880280865342986
batch No.1859, time cost : 5.347110986709595, loss is : 1.2917542856682305
batch No.1860, time cost : 5.367126703262329, loss is : 1.0579973702178669
batch No.1861, time cost : 5.3554911613464355, loss is : 1.1254082552659288
batch No.1862, time cost : 5.32610297203064, loss is : 1.3205417421879506
batch No.1863, time cost : 5.316492319107056, loss is : 0.7302984691186166
batch No.1864, time cost : 5.358482599258423, loss is : 1.0309172485276066
batch No.1865, time cost : 5.351391792297363, loss is : 0.9817908895851246
batch No.1866, time cost : 5.341720342636108, loss is : 1.0770904330723639
batch No.1867, time cost : 5.327903985977173, loss is : 1.1151545869300794
batch No.1868, time cost : 5.360949516296387, loss is : 0.775119213046586
batch No.1869, time cost : 5.326758861541748, loss is : 1.1658626377817174
batch No.1870, time cost : 5.356677532196045, loss is : 0.9905306800701527
batch No.1871, time cost : 5.354666471481323, loss is : 0.8770354702186233
batch No.1872, time cost : 5.358780860900879, loss is : 1.2167362158431987
batch No.1873, time cost : 5.333783388137817, loss is : 0.6970042366881065
batch No.1874, time cost : 5.3082263469696045, loss is : 1.1113108323182057
batch No.1875, time cost : 5.3061230182647705, loss is : 0.9837681518893657
epoch 1, loss is : 1.6995027213622258 time cost : 10085.419756650925
epoch 1, testing...
epoch 1, test acc : 0.5826
epoch 2, training...
batch No.1, time cost : 5.404200792312622, loss is : 1.0762833197900186
batch No.2, time cost : 5.3890581130981445, loss is : 0.7705419590888034
batch No.3, time cost : 5.358843088150024, loss is : 1.3527923549642162
batch No.4, time cost : 5.354550361633301, loss is : 0.8833227552984642
batch No.5, time cost : 5.37319278717041, loss is : 1.021603640959239
batch No.6, time cost : 5.346588850021362, loss is : 0.8141838551565117
batch No.7, time cost : 5.337372779846191, loss is : 0.7185812373181134
batch No.8, time cost : 5.373316526412964, loss is : 1.1068639509072196
batch No.9, time cost : 5.343292474746704, loss is : 0.8297483497749623
batch No.10, time cost : 5.392132759094238, loss is : 0.8787291160638435
batch No.11, time cost : 5.331590890884399, loss is : 0.9219247989966957
batch No.12, time cost : 5.344745874404907, loss is : 1.0274799965765846
batch No.13, time cost : 5.333679676055908, loss is : 1.1135628885612068
batch No.14, time cost : 5.346638202667236, loss is : 0.7896156394697438
batch No.15, time cost : 5.352687120437622, loss is : 1.0176213604917765
batch No.16, time cost : 5.346577882766724, loss is : 1.0280442150841007
batch No.17, time cost : 5.367048263549805, loss is : 1.0823166377995792
batch No.18, time cost : 5.372529745101929, loss is : 0.6987016270497685
batch No.19, time cost : 5.339184761047363, loss is : 1.0002015138759268
batch No.20, time cost : 5.335968255996704, loss is : 1.0815731038578391
batch No.21, time cost : 5.377930402755737, loss is : 0.9735543964220661
batch No.22, time cost : 5.351674318313599, loss is : 1.0083890143336163
batch No.23, time cost : 5.372342109680176, loss is : 1.233392063691757
batch No.24, time cost : 5.322645425796509, loss is : 1.0979612396583784
batch No.25, time cost : 5.353893518447876, loss is : 1.052796407007656
batch No.26, time cost : 5.353821516036987, loss is : 1.0600486866676415
batch No.27, time cost : 5.3476645946502686, loss is : 0.9719239620788197
batch No.28, time cost : 5.373680114746094, loss is : 0.8912622557608596
batch No.29, time cost : 5.4010491371154785, loss is : 0.7604250745918048
batch No.30, time cost : 5.378981351852417, loss is : 0.8874992093449289
batch No.31, time cost : 5.369354963302612, loss is : 0.8280402405191472
batch No.32, time cost : 5.362171173095703, loss is : 0.9166894756508931
batch No.33, time cost : 5.3359410762786865, loss is : 0.9867810285340468
batch No.34, time cost : 5.330317497253418, loss is : 0.9321395280976547
batch No.35, time cost : 5.407702684402466, loss is : 0.9972599970840166
batch No.36, time cost : 5.369807004928589, loss is : 0.8430387751231849
batch No.37, time cost : 5.335578918457031, loss is : 1.264222373940404
batch No.38, time cost : 5.376021385192871, loss is : 0.8233750885201785
batch No.39, time cost : 5.309816598892212, loss is : 1.3554083296408235
batch No.40, time cost : 5.435178518295288, loss is : 0.9572095148368982
batch No.41, time cost : 5.384157657623291, loss is : 0.9867647587852317
batch No.42, time cost : 5.368894338607788, loss is : 0.8907138943090513
batch No.43, time cost : 5.361588478088379, loss is : 0.9540934607963161
batch No.44, time cost : 5.372880935668945, loss is : 0.834269465093048
batch No.45, time cost : 5.3341546058654785, loss is : 1.0793562293972316
batch No.46, time cost : 5.326197862625122, loss is : 0.7631918094893599
batch No.47, time cost : 5.346226930618286, loss is : 1.098931749895601
batch No.48, time cost : 5.3591389656066895, loss is : 0.8984965187425566
batch No.49, time cost : 5.3182594776153564, loss is : 0.9788976920695465
batch No.50, time cost : 5.35013484954834, loss is : 0.8186177993405415
batch No.51, time cost : 5.3738203048706055, loss is : 0.6773233973357311
batch No.52, time cost : 5.360232830047607, loss is : 0.8213210351018096
batch No.53, time cost : 5.336862564086914, loss is : 0.7550380914469963
batch No.54, time cost : 5.385032415390015, loss is : 0.6992145137519206
batch No.55, time cost : 5.324844121932983, loss is : 0.8286538379936628
batch No.56, time cost : 5.375691175460815, loss is : 1.1294271858719278
batch No.57, time cost : 5.359112024307251, loss is : 0.7982010366168721
batch No.58, time cost : 5.33547568321228, loss is : 1.0596425872991888
batch No.59, time cost : 5.337402582168579, loss is : 0.9368149254763278
batch No.60, time cost : 5.364495515823364, loss is : 0.8838935530851348
batch No.61, time cost : 5.357298851013184, loss is : 0.9455597860265728
batch No.62, time cost : 5.357545852661133, loss is : 0.8057358021030163
batch No.63, time cost : 5.3265180587768555, loss is : 0.552017492613174
batch No.64, time cost : 5.320171117782593, loss is : 0.9827027540054816
batch No.65, time cost : 5.355392217636108, loss is : 1.0379328813247963
batch No.66, time cost : 5.3765363693237305, loss is : 1.1472002155061745
batch No.67, time cost : 5.323890447616577, loss is : 1.0357247513644388
batch No.68, time cost : 5.377085208892822, loss is : 0.9649342908807983
batch No.69, time cost : 5.315380811691284, loss is : 1.2774064644225032
batch No.70, time cost : 5.299821853637695, loss is : 0.8140748491518814
batch No.71, time cost : 5.342421054840088, loss is : 0.9540484695813854
batch No.72, time cost : 5.342788219451904, loss is : 1.1214253767308078
batch No.73, time cost : 5.321856498718262, loss is : 0.794030618678191
batch No.74, time cost : 5.3182055950164795, loss is : 0.9544593997657544
batch No.75, time cost : 5.344472646713257, loss is : 1.2744590726239986
batch No.76, time cost : 5.314001083374023, loss is : 1.1154936663821742
batch No.77, time cost : 5.359112977981567, loss is : 0.8281149800363243
batch No.78, time cost : 5.377585411071777, loss is : 0.8269443453036884
batch No.79, time cost : 5.343790054321289, loss is : 1.343196674528535
batch No.80, time cost : 5.338751316070557, loss is : 0.9023446945515146
batch No.81, time cost : 5.388590335845947, loss is : 1.2985098527133951
batch No.82, time cost : 5.336556434631348, loss is : 1.682608153429868
batch No.83, time cost : 5.381946325302124, loss is : 1.2248560783255906
batch No.84, time cost : 5.325169563293457, loss is : 0.7863043332472424
batch No.85, time cost : 5.346020221710205, loss is : 1.1371826619202297
batch No.86, time cost : 5.391905307769775, loss is : 1.0547817499891232
batch No.87, time cost : 5.352954864501953, loss is : 1.0451349552612692
batch No.88, time cost : 5.348749160766602, loss is : 0.8781611308652737
batch No.89, time cost : 5.3966453075408936, loss is : 1.0573415089781302
batch No.90, time cost : 5.353662490844727, loss is : 0.5437708161271393
batch No.91, time cost : 5.370063066482544, loss is : 0.882269794684893
batch No.92, time cost : 5.362743139266968, loss is : 0.8604971210860077
batch No.93, time cost : 5.371831655502319, loss is : 0.8380363892871664
batch No.94, time cost : 5.340808868408203, loss is : 0.8516578915593426
batch No.95, time cost : 5.3163275718688965, loss is : 0.7834546178214901
batch No.96, time cost : 5.369985818862915, loss is : 1.0967373991542395
batch No.97, time cost : 5.354295492172241, loss is : 0.827117875219469
batch No.98, time cost : 5.345494031906128, loss is : 0.8964200168962386
batch No.99, time cost : 5.340704917907715, loss is : 0.9409351531748563
batch No.100, time cost : 5.329636096954346, loss is : 0.8219007013626671
batch No.101, time cost : 5.354745626449585, loss is : 0.7604973273367159
batch No.102, time cost : 5.366159200668335, loss is : 0.994136425724721
batch No.103, time cost : 5.36437463760376, loss is : 1.193125436670516
batch No.104, time cost : 5.371035814285278, loss is : 0.8779613596524636
batch No.105, time cost : 5.3869733810424805, loss is : 1.374741713749823
batch No.106, time cost : 5.364596366882324, loss is : 1.4099096879945767
batch No.107, time cost : 5.3452308177948, loss is : 1.0281877534869344
batch No.108, time cost : 5.419930458068848, loss is : 1.030828849554728
batch No.109, time cost : 5.356297016143799, loss is : 0.6903408167962788
batch No.110, time cost : 5.327605485916138, loss is : 0.7524703164225659
batch No.111, time cost : 5.37434458732605, loss is : 0.8174888766379915
batch No.112, time cost : 5.312819719314575, loss is : 0.9796817820823556
batch No.113, time cost : 5.363321781158447, loss is : 0.9063140349004155
batch No.114, time cost : 5.357219219207764, loss is : 1.0165579165568883
batch No.115, time cost : 5.335964202880859, loss is : 0.8554584748064502
batch No.116, time cost : 5.336328506469727, loss is : 0.8328483799604369
batch No.117, time cost : 5.347229957580566, loss is : 0.971662668574876
batch No.118, time cost : 5.3524627685546875, loss is : 0.8738709023088329
batch No.119, time cost : 5.38231635093689, loss is : 1.0709073215463722
batch No.120, time cost : 5.335378646850586, loss is : 0.5590616130464604
batch No.121, time cost : 5.367635250091553, loss is : 0.7199890033268023
batch No.122, time cost : 5.360121011734009, loss is : 1.218363037033849
batch No.123, time cost : 5.3604865074157715, loss is : 0.8055543533125804
batch No.124, time cost : 5.361884593963623, loss is : 0.9097121892365087
batch No.125, time cost : 5.364908695220947, loss is : 1.1217436123608393
batch No.126, time cost : 5.357049465179443, loss is : 0.9373601084929404
batch No.127, time cost : 5.377830505371094, loss is : 0.7614285912396909
batch No.128, time cost : 5.359389066696167, loss is : 0.9624094665928384
batch No.129, time cost : 5.352207660675049, loss is : 0.6828999754804533
batch No.130, time cost : 5.340198040008545, loss is : 1.1961720133916172
batch No.131, time cost : 5.3412816524505615, loss is : 0.9152543489488758
batch No.132, time cost : 5.342244625091553, loss is : 1.170974704392223
batch No.133, time cost : 5.364074468612671, loss is : 0.7913812859987779
batch No.134, time cost : 5.355040788650513, loss is : 0.6947237929731569
batch No.135, time cost : 5.373507022857666, loss is : 0.822826415962425
batch No.136, time cost : 5.384173631668091, loss is : 0.933276813908256
batch No.137, time cost : 5.333927869796753, loss is : 0.713456479188543
batch No.138, time cost : 5.331624269485474, loss is : 1.0390774658426403
batch No.139, time cost : 5.398036241531372, loss is : 0.8637093577001713
batch No.140, time cost : 5.3252058029174805, loss is : 0.9566530064911986
batch No.141, time cost : 5.326981782913208, loss is : 0.7934050929653038
batch No.142, time cost : 5.34207010269165, loss is : 0.9421819465457486
batch No.143, time cost : 5.371408700942993, loss is : 0.6887700501464382
batch No.144, time cost : 5.347367525100708, loss is : 0.7356209908715517
batch No.145, time cost : 5.3563079833984375, loss is : 0.7659089749073691
batch No.146, time cost : 5.346053600311279, loss is : 0.9751417268395377
batch No.147, time cost : 5.346802234649658, loss is : 1.037310615059765
batch No.148, time cost : 5.407610893249512, loss is : 1.0004420344119995
batch No.149, time cost : 5.350947141647339, loss is : 0.9241980544965032
batch No.150, time cost : 5.337798118591309, loss is : 0.8284001703765482
batch No.151, time cost : 5.337834596633911, loss is : 0.9464280671341433
batch No.152, time cost : 5.360754489898682, loss is : 0.7279027139731176
batch No.153, time cost : 5.368144512176514, loss is : 1.2160558381309348
batch No.154, time cost : 5.341338872909546, loss is : 0.7152695285828862
batch No.155, time cost : 5.377538442611694, loss is : 1.0832559198894376
batch No.156, time cost : 5.345465421676636, loss is : 0.7421065459396872
batch No.157, time cost : 5.3454413414001465, loss is : 0.8363260517545954
batch No.158, time cost : 5.345199108123779, loss is : 0.7467919982938465
batch No.159, time cost : 5.565553426742554, loss is : 0.9368048064809874
batch No.160, time cost : 5.669091463088989, loss is : 0.9017838464344106
batch No.161, time cost : 5.347177267074585, loss is : 1.4058216916318174
